"student_index","baseline_prob","scenario_prob","delta_prob","baseline_class","scenario_class","class_changed","actual_at_risk"
187,0.8607,0.8607,0,"At Risk","At Risk",FALSE,"Low Risk"
191,0.8205,0.8205,0,"At Risk","At Risk",FALSE,"At Risk"
194,0.8823,0.8823,0,"At Risk","At Risk",FALSE,"Low Risk"
195,0.8631,0.8631,0,"At Risk","At Risk",FALSE,"Low Risk"
199,0.8934,0.8934,0,"At Risk","At Risk",FALSE,"Low Risk"
212,0.4555,0.4555,0,"Low Risk","Low Risk",FALSE,"Low Risk"
221,0.2075,0.2075,0,"Low Risk","Low Risk",FALSE,"At Risk"
223,0.7751,0.7751,0,"At Risk","At Risk",FALSE,"Low Risk"
224,0.83,0.83,0,"At Risk","At Risk",FALSE,"Low Risk"
239,0.6607,0.6607,0,"At Risk","At Risk",FALSE,"At Risk"
242,0.7452,0.7452,0,"At Risk","At Risk",FALSE,"At Risk"
243,0.919,0.919,0,"At Risk","At Risk",FALSE,"Low Risk"
244,0.5368,0.5368,0,"At Risk","At Risk",FALSE,"At Risk"
249,0.9504,0.9504,0,"At Risk","At Risk",FALSE,"Low Risk"
250,0.4609,0.4609,0,"Low Risk","Low Risk",FALSE,"At Risk"
253,0.8458,0.8458,0,"At Risk","At Risk",FALSE,"At Risk"
254,0.8649,0.8649,0,"At Risk","At Risk",FALSE,"Low Risk"
259,0.9305,0.9305,0,"At Risk","At Risk",FALSE,"At Risk"
264,0.6494,0.6494,0,"At Risk","At Risk",FALSE,"At Risk"
269,0.318,0.318,0,"Low Risk","Low Risk",FALSE,"At Risk"
291,0.8583,0.8583,0,"At Risk","At Risk",FALSE,"Low Risk"
296,0.6327,0.6327,0,"At Risk","At Risk",FALSE,"At Risk"
298,0.7508,0.7508,0,"At Risk","At Risk",FALSE,"Low Risk"
301,0.9511,0.9511,0,"At Risk","At Risk",FALSE,"Low Risk"
302,0.7605,0.7605,0,"At Risk","At Risk",FALSE,"Low Risk"
303,0.8463,0.8463,0,"At Risk","At Risk",FALSE,"Low Risk"
306,0.5831,0.5831,0,"At Risk","At Risk",FALSE,"Low Risk"
308,0.3717,0.3717,0,"Low Risk","Low Risk",FALSE,"Low Risk"
310,0.3293,0.3293,0,"Low Risk","Low Risk",FALSE,"At Risk"
316,0.7304,0.7304,0,"At Risk","At Risk",FALSE,"At Risk"
318,0.7753,0.7753,0,"At Risk","At Risk",FALSE,"Low Risk"
324,0.8806,0.8806,0,"At Risk","At Risk",FALSE,"Low Risk"
332,0.7355,0.7355,0,"At Risk","At Risk",FALSE,"At Risk"
333,0.7387,0.7387,0,"At Risk","At Risk",FALSE,"At Risk"
334,0.635,0.635,0,"At Risk","At Risk",FALSE,"At Risk"
337,0.815,0.815,0,"At Risk","At Risk",FALSE,"At Risk"
341,0.4644,0.4644,0,"Low Risk","Low Risk",FALSE,"At Risk"
343,0.575,0.575,0,"At Risk","At Risk",FALSE,"At Risk"
347,0.5389,0.5389,0,"At Risk","At Risk",FALSE,"At Risk"
348,0.7573,0.7573,0,"At Risk","At Risk",FALSE,"Low Risk"
355,0.3926,0.3926,0,"Low Risk","Low Risk",FALSE,"At Risk"
359,0.8525,0.8525,0,"At Risk","At Risk",FALSE,"Low Risk"
360,0.6959,0.6959,0,"At Risk","At Risk",FALSE,"Low Risk"
362,0.7169,0.7169,0,"At Risk","At Risk",FALSE,"Low Risk"
363,0.6358,0.6358,0,"At Risk","At Risk",FALSE,"Low Risk"
364,0.837,0.837,0,"At Risk","At Risk",FALSE,"Low Risk"
366,0.8982,0.8982,0,"At Risk","At Risk",FALSE,"Low Risk"
367,0.663,0.663,0,"At Risk","At Risk",FALSE,"At Risk"
368,0.6943,0.6943,0,"At Risk","At Risk",FALSE,"Low Risk"
374,0.7736,0.7736,0,"At Risk","At Risk",FALSE,"Low Risk"
378,0.8563,0.8563,0,"At Risk","At Risk",FALSE,"Low Risk"
383,0.5192,0.5192,0,"At Risk","At Risk",FALSE,"At Risk"
387,0.6568,0.6568,0,"At Risk","At Risk",FALSE,"At Risk"
388,0.5981,0.5981,0,"At Risk","At Risk",FALSE,"At Risk"
389,0.6171,0.6171,0,"At Risk","At Risk",FALSE,"At Risk"
393,0.8923,0.8923,0,"At Risk","At Risk",FALSE,"Low Risk"
